name,birth_date,pesel,phone_number,city,address,email
Jadwiga Zając,2001-11-03,01310307487,48549920797,Warszawa,Al. Krakowska 60,jadwiga.zając@gmail.com
Franciszek Rutkowski,1983-06-22,83062294910,48775228167,Gdańsk,ul. Złota 2,franciszek.rutkowski@gmail.com
Edward Pawlak,1959-02-24,59022407836,48524622342,Łódź,ul. Chmielna 49,edward.pawlak@gmail.com
Maciej Walczak,2004-09-19,04291913537,48727634816,Łódź,ul. Chmielna 22,maciej.walczak@gmail.com
Janusz Wróblewski,1951-07-23,51072300954,48508602098,Warszawa,Al. Solidarności 1,janusz.wróblewski@gmail.com
Dawid Malinowski,1943-11-16,43111622338,48780702311,Gdańsk,ul. Mokotowska 79,dawid.malinowski@gmail.com
Edyta Pawlak,2001-08-02,01280210763,48567237927,Łódź,ul. Targowa 5,edyta.pawlak@gmail.com
Cyprian Olszewski,1990-06-24,90062457876,48621045462,Łódź,Al. Stanów Zjednoczonych 97,cyprian.olszewski@gmail.com
Mateusz Kozłowski,1955-04-05,55040530411,48797584929,Warszawa,Al. Niepodległości 46,mateusz.kozłowski@gmail.com
Bogdan Kowalski,1982-08-08,82080801193,48593446534,Kraków,Al. Stanów Zjednoczonych 2,bogdan.kowalski@gmail.com
Barbara Rutkowska,1960-01-29,60012914522,48782376052,Poznań,Al. Jerozolimskie 20,barbara.rutkowska@gmail.com
Janina Pawłowska,1980-01-26,80012603624,48697631860,Łódź,ul. Jana Pawła II 51,janina.pawłowska@gmail.com
Anita Woźniak,1988-12-17,88121777801,48507494326,Poznań,ul. Złota 86,anita.woźniak@gmail.com
Katarzyna Kaczmarek,1992-01-23,92012328726,48679651110,Łódź,ul. Nowy Świat 3,katarzyna.kaczmarek@gmail.com
Bartłomiej Jaworski,1967-05-13,67051312775,48747183738,Łódź,Al. Solidarności 10,bartłomiej.jaworski@gmail.com
Błażej Adamczyk,1978-12-12,78121208890,48520265387,Kraków,Al. Armii Ludowej 93,błażej.adamczyk@gmail.com
Maria Wróbel,1988-05-03,88050363104,48784730327,Poznań,ul. Świętokrzyska 66,maria.wróbel@gmail.com
Anita Zielińska,1994-07-18,94071868021,48709969128,Łódź,Al. Jerozolimskie 11,anita.zielińska@gmail.com
Aleksander Zalewski,1983-06-26,83062605196,48803849227,Warszawa,Al. Jana III Sobieskiego 43,aleksander.zalewski@gmail.com
Kamila Szymańska,1997-11-23,97112330323,48504594143,Poznań,Al. Zieleniecka 16,kamila.szymańska@gmail.com
Daniel Tomaszewski,2004-02-28,04222885313,48547004420,Łódź,Al. Stanów Zjednoczonych 28,daniel.tomaszewski@gmail.com
Magdalena Górska,1989-06-25,89062551888,48664029750,Poznań,Al. Prymasa Tysiąclecia 56,magdalena.górska@gmail.com
Izabela Grabowska,1997-01-14,97011488321,48683443452,Warszawa,ul. Nowy Świat 18,izabela.grabowska@gmail.com
Helena Michalska,1958-05-13,58051337224,48519948628,Łódź,Al. Stanów Zjednoczonych 46,helena.michalska@gmail.com
Antoni Nowak,1952-09-21,52092132110,48654027339,Poznań,Al. Jerozolimskie 96,antoni.nowak@gmail.com
Katarzyna Wieczorek,1972-12-27,72122748924,48597395827,Kraków,Al. Jerozolimskie 29,katarzyna.wieczorek@gmail.com
Krzysztof Walczak,1969-10-07,69100797751,48800891251,Łódź,ul. Żwirki i Wigury 89,krzysztof.walczak@gmail.com
Artur Wiśniewski,1982-12-19,82121904052,48758327572,Poznań,Al. Rzeczypospolitej 45,artur.wiśniewski@gmail.com
Leon Nowak,1997-09-11,97091159658,48805121535,Gdańsk,Al. Zieleniecka 60,leon.nowak@gmail.com
Beata Olszewska,1976-01-30,76013007703,48793613846,Warszawa,ul. Nowy Świat 12,beata.olszewska@gmail.com
Agnieszka Michalak,1991-05-08,91050830503,48787531684,Warszawa,ul. Marszałkowska 95,agnieszka.michalak@gmail.com
Elżbieta Szymańska,1963-03-11,63031130560,48624414410,Warszawa,Al. Solidarności 86,elżbieta.szymańska@gmail.com
Helena Jankowska,1947-10-20,47102062082,48740804038,Warszawa,Al. KEN 74,helena.jankowska@gmail.com
Justyna Król,1954-12-20,54122018724,48519320301,Poznań,Al. Solidarności 2,justyna.król@gmail.com
Beata Górska,1963-07-15,63071586389,48620807060,Kraków,ul. Mokotowska 7,beata.górska@gmail.com
Bartosz Kowalski,2002-12-11,02321144236,48530634255,Łódź,ul. Wspólna 91,bartosz.kowalski@gmail.com
Janusz Dudek,1951-11-28,51112802453,48708348982,Gdańsk,ul. Krakowskie Przedmieście 31,janusz.dudek@gmail.com
Celina Grabowska,1994-07-07,94070784607,48683309475,Gdańsk,Al. Rzeczypospolitej 91,celina.grabowska@gmail.com
Agnieszka Nowak,1968-04-25,68042537003,48549536553,Poznań,ul. Żwirki i Wigury 99,agnieszka.nowak@gmail.com
Hanna Kozłowska,1978-01-06,78010693644,48639486488,Warszawa,ul. Jana Pawła II 21,hanna.kozłowska@gmail.com
Filip Jankowski,1952-04-25,52042590218,48566167437,Gdańsk,Al. Wojska Polskiego 39,filip.jankowski@gmail.com
Marta Walczak,1960-02-12,60021225420,48668957890,Łódź,Al. Stanów Zjednoczonych 84,marta.walczak@gmail.com
Marianna Wieczorek,1949-07-06,49070674683,48621573275,Warszawa,ul. Grójecka 33,marianna.wieczorek@gmail.com
Agnieszka Wójcik,1985-04-18,85041897604,48508038530,Poznań,Al. KEN 17,agnieszka.wójcik@gmail.com
Celina Nowicka,1970-09-26,70092672302,48592467872,Warszawa,Al. Wilanowska 76,celina.nowicka@gmail.com
Kajetan Zieliński,1997-11-21,97112134835,48708096620,Warszawa,ul. Świętokrzyska 34,kajetan.zieliński@gmail.com
Krzysztof Wróbel,1968-06-24,68062421139,48596818899,Kraków,Al. Wilanowska 30,krzysztof.wróbel@gmail.com
Czesława Górska,1952-04-18,52041819345,48583923740,Gdańsk,Al. Wilanowska 50,czesława.górska@gmail.com
Aleksandra Wieczorek,1982-04-14,82041474866,48707567652,Łódź,Al. Prymasa Tysiąclecia 36,aleksandra.wieczorek@gmail.com
Ireneusz Majewski,2001-02-02,01220289095,48743544818,Gdańsk,Al. Rzeczypospolitej 10,ireneusz.majewski@gmail.com
Alicja Kwiatkowska,1979-03-16,79031660022,48778982546,Warszawa,ul. Puławska 84,alicja.kwiatkowska@gmail.com
Dominik Jankowski,1997-02-01,97020112615,48769465109,Kraków,ul. Marszałkowska 1,dominik.jankowski@gmail.com
Filip Ostrowski,1968-10-10,68101075350,48736779461,Kraków,ul. Grójecka 62,filip.ostrowski@gmail.com
Eryk Kowalczyk,1999-02-21,99022150037,48701638215,Kraków,Al. Wilanowska 99,eryk.kowalczyk@gmail.com
Ignacy Sikora,1998-12-04,98120414458,48651240177,Gdańsk,ul. Długa 64,ignacy.sikora@gmail.com
Artur Kozłowski,1994-03-10,94031047451,48524728847,Gdańsk,Al. Wilanowska 77,artur.kozłowski@gmail.com
Aleksander Zalewski,1958-06-08,58060855072,48594483811,Warszawa,Al. Krakowska 56,aleksander.zalewski@gmail.com
Halina Woźniak,1975-07-03,75070384660,48527875070,Łódź,Al. Zieleniecka 12,halina.woźniak@gmail.com
Grażyna Wieczorek,2000-07-29,00272922644,48623686170,Łódź,Al. Waszyngtona 39,grażyna.wieczorek@gmail.com
Janusz Dudek,1991-09-12,91091255215,48726265776,Gdańsk,Al. Wojska Polskiego 15,janusz.dudek@gmail.com
Joanna Woźniak,1998-08-29,98082961067,48605448576,Kraków,Al. Krakowska 51,joanna.woźniak@gmail.com
Kacper Pietrzak,1964-08-09,64080900959,48759392219,Poznań,Al. Zieleniecka 52,kacper.pietrzak@gmail.com
Karolina Stępień,2005-01-28,05212835444,48670443048,Warszawa,Al. Niepodległości 71,karolina.stępień@gmail.com
Laura Rutkowska,1972-09-21,72092188904,48630777323,Poznań,Al. KEN 75,laura.rutkowska@gmail.com
Joanna Mazur,1943-09-25,43092512349,48623574897,Poznań,Al. Niepodległości 58,joanna.mazur@gmail.com
Julia Kaczmarek,1946-05-14,46051494704,48723915147,Łódź,ul. Nowy Świat 43,julia.kaczmarek@gmail.com
Kazimierz Zalewski,1965-02-08,65020819092,48792936743,Kraków,Al. Niepodległości 34,kazimierz.zalewski@gmail.com
Czesława Piotrowska,1943-04-09,43040960804,48618970242,Warszawa,Al. Jana III Sobieskiego 37,czesława.piotrowska@gmail.com
Anita Lewandowska,1965-01-25,65012519685,48588244389,Poznań,ul. Puławska 89,anita.lewandowska@gmail.com
Marta Kowalczyk,1994-02-22,94022261125,48790244860,Kraków,ul. Mokotowska 35,marta.kowalczyk@gmail.com
Kinga Zielińska,1982-08-02,82080235842,48552736740,Poznań,ul. Krakowskie Przedmieście 93,kinga.zielińska@gmail.com
Monika Dąbrowska,1994-06-19,94061921769,48698372778,Łódź,Al. Niepodległości 81,monika.dąbrowska@gmail.com
Lucyna Wróblewska,1943-06-04,43060469107,48770926790,Warszawa,Al. Zieleniecka 49,lucyna.wróblewska@gmail.com
Filip Rutkowski,1967-11-14,67111433235,48617557910,Łódź,ul. Złota 97,filip.rutkowski@gmail.com
Cyprian Nowicki,1992-12-01,92120199379,48513628152,Łódź,Al. Waszyngtona 49,cyprian.nowicki@gmail.com
Emilia Dudek,1963-06-01,63060180804,48697197642,Kraków,Al. Armii Ludowej 38,emilia.dudek@gmail.com
Dagmara Mazur,1964-07-07,64070762343,48698123699,Kraków,ul. Świętokrzyska 75,dagmara.mazur@gmail.com
Dorota Szewczyk,1945-07-24,45072467122,48558991595,Łódź,ul. Chmielna 19,dorota.szewczyk@gmail.com
Henryk Tomaszewski,1954-06-18,54061853217,48714423501,Kraków,ul. Żwirki i Wigury 89,henryk.tomaszewski@gmail.com
Izabela Pawłowska,1996-01-12,96011214547,48746024935,Łódź,ul. Żwirki i Wigury 64,izabela.pawłowska@gmail.com
Lucyna Woźniak,1942-03-01,42030120860,48576697641,Łódź,Al. Rzeczypospolitej 13,lucyna.woźniak@gmail.com
Joanna Wojciechowska,1998-05-08,98050821067,48571433336,Poznań,Al. Waszyngtona 5,joanna.wojciechowska@gmail.com
Irena Król,1961-09-13,61091327447,48543472763,Warszawa,Al. Wilanowska 27,irena.król@gmail.com
Izabela Dąbrowska,1968-04-11,68041186666,48669724229,Łódź,Al. Stanów Zjednoczonych 97,izabela.dąbrowska@gmail.com
Dawid Kozłowski,1953-06-15,53061518816,48639628682,Łódź,ul. Piotrkowska 1,dawid.kozłowski@gmail.com
Danuta Adamczyk,1991-03-28,91032820803,48672751864,Kraków,Al. Krakowska 37,danuta.adamczyk@gmail.com
Artur Szymański,1947-04-20,47042015852,48678272418,Gdańsk,Al. Krakowska 98,artur.szymański@gmail.com
Maciej Wójcik,1988-11-19,88111932852,48630452849,Gdańsk,Al. Jerozolimskie 19,maciej.wójcik@gmail.com
Danuta Wieczorek,1991-03-06,91030686300,48714744760,Łódź,ul. Jana Pawła II 80,danuta.wieczorek@gmail.com
Damian Lewandowski,1971-02-07,71020783398,48578666745,Poznań,ul. Złota 35,damian.lewandowski@gmail.com
Karol Majewski,1999-02-04,99020439255,48776932279,Poznań,Al. Wilanowska 82,karol.majewski@gmail.com
Kajetan Sikora,1997-01-05,97010578012,48784181587,Kraków,Al. Wilanowska 6,kajetan.sikora@gmail.com
Dagmara Jaworska,1979-07-09,79070948600,48757611503,Gdańsk,ul. Marszałkowska 6,dagmara.jaworska@gmail.com
Halina Malinowska,1950-07-26,50072632843,48689143387,Warszawa,Al. Solidarności 41,halina.malinowska@gmail.com
Amelia Kowalska,1958-03-14,58031492246,48726524811,Gdańsk,Al. Wilanowska 8,amelia.kowalska@gmail.com
Danuta Nowak,1993-09-16,93091674762,48784412027,Łódź,ul. Mokotowska 1,danuta.nowak@gmail.com
Barbara Wieczorek,1978-06-29,78062949564,48699797567,Łódź,ul. Złota 48,barbara.wieczorek@gmail.com
Lidia Kamińska,1963-09-30,63093063620,48540471156,Kraków,Al. KEN 53,lidia.kamińska@gmail.com
Emil Kowalski,1962-12-03,62120321636,48710999694,Gdańsk,ul. Złota 66,emil.kowalski@gmail.com
Gabriela Lewandowska,1958-07-18,58071846346,48796347200,Poznań,Al. KEN 44,gabriela.lewandowska@gmail.com
Bartłomiej Ostrowski,1940-11-19,40111974717,48781738285,Warszawa,Al. Prymasa Tysiąclecia 29,bartłomiej.ostrowski@gmail.com
Franciszek Zając,1942-08-10,42081070077,48736124947,Poznań,ul. Marszałkowska 59,franciszek.zając@gmail.com
Damian Adamczyk,1952-10-31,52103166239,48613384265,Gdańsk,Al. Solidarności 23,damian.adamczyk@gmail.com
Amelia Jabłońska,1984-07-30,84073035329,48742302401,Kraków,Al. Niepodległości 76,amelia.jabłońska@gmail.com
Laura Jaworska,1946-10-20,46102055764,48533690935,Gdańsk,ul. Chmielna 41,laura.jaworska@gmail.com
Magdalena Dąbrowska,1997-04-03,97040381703,48758102272,Warszawa,ul. Świętokrzyska 25,magdalena.dąbrowska@gmail.com
Karol Lewandowski,1943-04-10,43041001070,48811765582,Łódź,ul. Złota 28,karol.lewandowski@gmail.com
Arkadiusz Zalewski,1998-01-19,98011939312,48514503033,Kraków,Al. Prymasa Tysiąclecia 27,arkadiusz.zalewski@gmail.com
Hubert Majewski,2000-11-11,00311156458,48655579123,Gdańsk,ul. Grójecka 2,hubert.majewski@gmail.com
Halina Adamczyk,1967-11-19,67111991168,48637101949,Warszawa,Al. Stanów Zjednoczonych 80,halina.adamczyk@gmail.com
Agnieszka Wójcik,1982-05-26,82052651304,48803067735,Łódź,ul. Świętokrzyska 89,agnieszka.wójcik@gmail.com
Kinga Walczak,1951-08-22,51082220381,48557613700,Warszawa,ul. Wspólna 84,kinga.walczak@gmail.com
Kamila Jabłońska,2005-06-18,05261869061,48531372443,Poznań,Al. Zieleniecka 99,kamila.jabłońska@gmail.com
Jadwiga Dudek,1987-05-14,87051448607,48617745531,Kraków,ul. Targowa 75,jadwiga.dudek@gmail.com
Bogdan Kamiński,1950-06-21,50062100372,48652433889,Warszawa,Al. Wilanowska 38,bogdan.kamiński@gmail.com
Kajetan Pietrzak,1943-08-04,43080420771,48674122606,Poznań,ul. Marszałkowska 47,kajetan.pietrzak@gmail.com
Emilia Piotrowska,1978-05-14,78051419706,48635145329,Warszawa,Al. KEN 4,emilia.piotrowska@gmail.com
Grzegorz Wójcik,1976-11-20,76112010758,48613241301,Łódź,Al. Krakowska 39,grzegorz.wójcik@gmail.com
Irena Wieczorek,1953-05-20,53052008328,48546503105,Poznań,ul. Piotrkowska 45,irena.wieczorek@gmail.com
Marta Sikora,1945-10-01,45100159609,48551878702,Łódź,Al. Krakowska 91,marta.sikora@gmail.com
Janusz Witkowski,1955-07-15,55071548414,48713445124,Gdańsk,Al. Wilanowska 93,janusz.witkowski@gmail.com
Janusz Kozłowski,1979-09-14,79091438658,48662410616,Gdańsk,Al. Zieleniecka 52,janusz.kozłowski@gmail.com
Dawid Wójcik,2002-11-12,02311283134,48741582322,Warszawa,ul. Piotrkowska 53,dawid.wójcik@gmail.com
Magdalena Mazur,1964-04-08,64040821047,48687780613,Poznań,ul. Chmielna 72,magdalena.mazur@gmail.com
Grażyna Michalska,1976-02-14,76021419983,48814624564,Gdańsk,Al. Zieleniecka 69,grażyna.michalska@gmail.com
Aneta Zalewska,1950-02-07,50020795701,48811261665,Warszawa,ul. Żwirki i Wigury 91,aneta.zalewska@gmail.com
Hubert Grabowski,1999-02-12,99021287291,48785931287,Poznań,Al. Krakowska 75,hubert.grabowski@gmail.com
Ireneusz Pawlak,1969-08-04,69080421154,48683167799,Łódź,ul. Chmielna 74,ireneusz.pawlak@gmail.com
Hubert Jaworski,1956-04-11,56041106638,48582244820,Kraków,ul. Złota 32,hubert.jaworski@gmail.com
Beata Witkowska,1993-06-15,93061521726,48745362106,Warszawa,ul. Krakowskie Przedmieście 75,beata.witkowska@gmail.com
Ireneusz Pawlak,1977-01-03,77010359558,48522737048,Poznań,ul. Nowy Świat 81,ireneusz.pawlak@gmail.com
Celina Walczak,1971-08-04,71080421966,48635074155,Gdańsk,Al. Zieleniecka 51,celina.walczak@gmail.com
Amelia Zielińska,1975-10-31,75103127527,48708787154,Gdańsk,ul. Żwirki i Wigury 76,amelia.zielińska@gmail.com
Magdalena Król,1993-12-30,93123098542,48683609948,Warszawa,Al. Jana III Sobieskiego 64,magdalena.król@gmail.com
Edward Grabowski,1977-11-17,77111771952,48578488844,Warszawa,ul. Mokotowska 80,edward.grabowski@gmail.com
Andrzej Górski,1953-12-16,53121646598,48554731317,Warszawa,ul. Krakowskie Przedmieście 37,andrzej.górski@gmail.com
Grzegorz Dudek,1963-10-05,63100572570,48671134754,Poznań,Al. Krakowska 55,grzegorz.dudek@gmail.com
Bożena Mazur,1984-06-16,84061633009,48659764333,Kraków,ul. Piotrkowska 11,bożena.mazur@gmail.com
Mateusz Stępień,1961-11-02,61110274974,48796431140,Gdańsk,ul. Marszałkowska 80,mateusz.stępień@gmail.com
Józef Pietrzak,1999-08-14,99081481554,48641944517,Łódź,Al. Wilanowska 58,józef.pietrzak@gmail.com
Halina Kowalczyk,1998-04-25,98042542664,48641744724,Łódź,ul. Targowa 35,halina.kowalczyk@gmail.com
Halina Wróbel,1974-11-01,74110176962,48674797303,Warszawa,Al. Wojska Polskiego 2,halina.wróbel@gmail.com
Marianna Witkowska,1974-07-23,74072398804,48607909039,Kraków,ul. Krakowskie Przedmieście 70,marianna.witkowska@gmail.com
Elżbieta Baran,1940-04-13,40041369502,48629155767,Warszawa,ul. Żwirki i Wigury 73,elżbieta.baran@gmail.com
Maciej Walczak,1993-07-09,93070932935,48574632609,Gdańsk,Al. Krakowska 8,maciej.walczak@gmail.com
Aleksandra Wójcik,1995-04-15,95041516843,48618268606,Kraków,Al. Krakowska 36,aleksandra.wójcik@gmail.com
Beata Baran,1958-11-29,58112974384,48806332720,Warszawa,ul. Złota 23,beata.baran@gmail.com
Monika Jabłońska,1940-05-22,40052247842,48727988674,Kraków,ul. Jana Pawła II 78,monika.jabłońska@gmail.com
Dorota Krawczyk,2005-03-08,05230819606,48519078464,Łódź,Al. Stanów Zjednoczonych 35,dorota.krawczyk@gmail.com
Maciej Wróblewski,1998-02-06,98020651151,48687732042,Warszawa,Al. Jana III Sobieskiego 21,maciej.wróblewski@gmail.com
Henryk Jankowski,1982-08-30,82083016550,48523384608,Warszawa,ul. Targowa 25,henryk.jankowski@gmail.com
Lucyna Jabłońska,1952-04-23,52042330100,48676388694,Poznań,Al. Prymasa Tysiąclecia 21,lucyna.jabłońska@gmail.com
Kazimierz Kamiński,1943-05-10,43051083374,48724938272,Warszawa,Al. Prymasa Tysiąclecia 88,kazimierz.kamiński@gmail.com
Anna Kaczmarek,1981-12-18,81121810804,48523545454,Łódź,ul. Krakowskie Przedmieście 42,anna.kaczmarek@gmail.com
Lidia Olszewska,1945-01-21,45012169561,48760313220,Warszawa,Al. Wojska Polskiego 84,lidia.olszewska@gmail.com
Emil Malinowski,1973-02-12,73021286993,48619018546,Łódź,Al. Armii Ludowej 89,emil.malinowski@gmail.com
Kamila Pawłowska,1949-11-27,49112746749,48711093295,Gdańsk,ul. Puławska 22,kamila.pawłowska@gmail.com
Jakub Nowak,1972-05-26,72052651251,48730270086,Gdańsk,ul. Świętokrzyska 99,jakub.nowak@gmail.com
Bartłomiej Rutkowski,1945-04-07,45040713833,48533168517,Warszawa,ul. Mokotowska 88,bartłomiej.rutkowski@gmail.com
Bożena Sikora,1959-07-04,59070439247,48560825285,Gdańsk,Al. Krakowska 99,bożena.sikora@gmail.com
Kinga Sikora,1946-08-17,46081708026,48726706312,Kraków,Al. Jerozolimskie 35,kinga.sikora@gmail.com
Janina Nowicka,1983-08-05,83080587809,48762347950,Kraków,Al. Jerozolimskie 54,janina.nowicka@gmail.com
Arkadiusz Kaczmarek,1968-04-01,68040108115,48591083982,Gdańsk,Al. Armii Ludowej 51,arkadiusz.kaczmarek@gmail.com
Joanna Król,1966-04-02,66040260583,48529131493,Kraków,ul. Grójecka 25,joanna.król@gmail.com
Adam Dąbrowski,1973-05-12,73051267656,48804818025,Gdańsk,ul. Żwirki i Wigury 15,adam.dąbrowski@gmail.com
Elżbieta Pawlak,1955-02-28,55022867964,48503281471,Warszawa,Al. Prymasa Tysiąclecia 21,elżbieta.pawlak@gmail.com
Jarosław Woźniak,1961-06-19,61061910514,48663369709,Gdańsk,ul. Świętokrzyska 74,jarosław.woźniak@gmail.com
Jerzy Wróblewski,1964-12-26,64122604711,48600833932,Kraków,Al. Krakowska 65,jerzy.wróblewski@gmail.com
Filip Nowak,2004-01-02,04210264155,48604125254,Gdańsk,ul. Targowa 13,filip.nowak@gmail.com
Celina Zielińska,1980-12-05,80120585100,48782386234,Gdańsk,ul. Złota 77,celina.zielińska@gmail.com
Lucyna Nowak,1948-02-29,48022966566,48652537072,Warszawa,ul. Chmielna 92,lucyna.nowak@gmail.com
Małgorzata Nowak,1991-01-15,91011597144,48643139166,Kraków,ul. Marszałkowska 45,małgorzata.nowak@gmail.com
Nina Pietrzak,1951-11-05,51110550822,48791506647,Warszawa,ul. Puławska 64,nina.pietrzak@gmail.com
Lidia Kowalska,1995-04-29,95042937564,48807683556,Kraków,Al. Zieleniecka 88,lidia.kowalska@gmail.com
Janusz Wójcik,1988-06-06,88060620033,48717782834,Poznań,Al. Armii Ludowej 61,janusz.wójcik@gmail.com
Julia Krawczyk,1948-11-26,48112663045,48553568868,Warszawa,Al. Krakowska 34,julia.krawczyk@gmail.com
Beata Tomaszewska,1983-11-08,83110801608,48523748106,Łódź,ul. Długa 92,beata.tomaszewska@gmail.com
Emilia Król,1999-07-10,99071072522,48767525129,Kraków,Al. Wilanowska 69,emilia.król@gmail.com
Leon Dudek,1948-05-10,48051082873,48712742337,Kraków,ul. Złota 94,leon.dudek@gmail.com
Jakub Wójcik,1944-03-14,44031449210,48813274213,Warszawa,Al. Prymasa Tysiąclecia 2,jakub.wójcik@gmail.com
Danuta Kamińska,1941-06-16,41061647641,48656971986,Gdańsk,Al. Solidarności 34,danuta.kamińska@gmail.com
Kinga Olszewska,2005-05-08,05250844428,48658232521,Łódź,Al. Krakowska 16,kinga.olszewska@gmail.com
Aleksandra Jankowska,2006-09-13,06291389543,48599152644,Kraków,Al. Wojska Polskiego 13,aleksandra.jankowska@gmail.com
Edward Wróbel,1975-07-20,75072023170,48775861823,Warszawa,Al. Rzeczypospolitej 93,edward.wróbel@gmail.com
Czesława Sikora,1942-10-19,42101983484,48644481587,Gdańsk,Al. Niepodległości 26,czesława.sikora@gmail.com
Czesława Olszewska,1979-01-29,79012938487,48605451997,Kraków,ul. Targowa 93,czesława.olszewska@gmail.com
Adrian Sikora,1996-01-23,96012304113,48634301999,Kraków,ul. Piotrkowska 30,adrian.sikora@gmail.com
Bogumiła Krawczyk,1986-10-23,86102314508,48804915128,Kraków,Al. Krakowska 58,bogumiła.krawczyk@gmail.com
Ignacy Sikora,1979-12-30,79123022310,48584413681,Warszawa,Al. Wilanowska 34,ignacy.sikora@gmail.com
Jacek Wiśniewski,1975-01-15,75011576437,48587641494,Warszawa,ul. Puławska 99,jacek.wiśniewski@gmail.com
Mariusz Jaworski,1999-07-15,99071590712,48525253093,Kraków,ul. Długa 87,mariusz.jaworski@gmail.com
Marianna Sikora,1943-04-20,43042056406,48738849420,Poznań,Al. Prymasa Tysiąclecia 45,marianna.sikora@gmail.com
Hubert Wójcik,1958-07-15,58071562873,48720174829,Kraków,ul. Jana Pawła II 28,hubert.wójcik@gmail.com
Daniel Kowalski,1999-05-22,99052240676,48733275172,Kraków,ul. Piotrkowska 89,daniel.kowalski@gmail.com
Cezary Jaworski,1957-07-24,57072494633,48706453962,Kraków,ul. Wspólna 8,cezary.jaworski@gmail.com
Dominik Tomaszewski,1977-05-01,77050117998,48735148614,Kraków,ul. Targowa 51,dominik.tomaszewski@gmail.com
Elżbieta Tomaszewska,1976-08-22,76082285363,48709169660,Gdańsk,ul. Puławska 9,elżbieta.tomaszewska@gmail.com
Ignacy Michalak,1959-06-08,59060803331,48552035423,Warszawa,ul. Krakowskie Przedmieście 27,ignacy.michalak@gmail.com
Krystyna Piotrowska,1977-09-06,77090654521,48657611769,Warszawa,ul. Jana Pawła II 94,krystyna.piotrowska@gmail.com
Henryk Kozłowski,1954-08-25,54082541694,48805753182,Poznań,Al. Stanów Zjednoczonych 70,henryk.kozłowski@gmail.com
Alicja Wróbel,1944-03-11,44031177742,48664500954,Warszawa,Al. Solidarności 91,alicja.wróbel@gmail.com
Monika Nowicka,1965-03-14,65031489262,48611365295,Łódź,Al. Jana III Sobieskiego 27,monika.nowicka@gmail.com
Dagmara Nowakowska,1984-07-15,84071502546,48750966513,Gdańsk,ul. Grójecka 53,dagmara.nowakowska@gmail.com
Grażyna Dudek,1969-12-17,69121732889,48660674593,Kraków,ul. Żwirki i Wigury 82,grażyna.dudek@gmail.com
Cyprian Nowakowski,2003-03-11,03231174919,48586210471,Gdańsk,ul. Piotrkowska 85,cyprian.nowakowski@gmail.com
Hubert Pietrzak,1996-10-22,96102280675,48569436575,Gdańsk,ul. Jana Pawła II 44,hubert.pietrzak@gmail.com
Błażej Zalewski,1978-06-02,78060224474,48681205586,Kraków,Al. Zieleniecka 84,błażej.zalewski@gmail.com
Eryk Nowak,2005-01-18,05211806157,48657911914,Warszawa,Al. Niepodległości 4,eryk.nowak@gmail.com
Gabriela Wieczorek,1985-11-17,85111781264,48705305579,Poznań,Al. Wilanowska 34,gabriela.wieczorek@gmail.com
Kazimierz Pawlak,1976-01-08,76010874298,48668527470,Gdańsk,Al. Jana III Sobieskiego 45,kazimierz.pawlak@gmail.com
Izabela Walczak,1981-08-16,81081614920,48585840164,Warszawa,ul. Marszałkowska 99,izabela.walczak@gmail.com
Kajetan Jabłoński,1942-07-05,42070561032,48574777580,Gdańsk,Al. Jerozolimskie 49,kajetan.jabłoński@gmail.com
Karol Dąbrowski,1974-05-13,74051345676,48670473993,Kraków,Al. Stanów Zjednoczonych 95,karol.dąbrowski@gmail.com
Dagmara Zając,1961-10-08,61100877800,48533164477,Kraków,ul. Chmielna 17,dagmara.zając@gmail.com
Karol Król,1996-09-14,96091457476,48547013716,Kraków,ul. Długa 80,karol.król@gmail.com
Maciej Kwiatkowski,1948-11-03,48110340511,48701827375,Gdańsk,ul. Świętokrzyska 17,maciej.kwiatkowski@gmail.com
Dorota Walczak,1972-06-08,72060871148,48710480557,Poznań,ul. Piotrkowska 94,dorota.walczak@gmail.com
Justyna Kozłowska,1987-02-21,87022179121,48700379995,Łódź,Al. Jerozolimskie 4,justyna.kozłowska@gmail.com
Leon Krawczyk,1967-01-03,67010379272,48795514691,Warszawa,ul. Chmielna 5,leon.krawczyk@gmail.com
Karol Nowakowski,1995-11-23,95112314112,48668983283,Warszawa,ul. Marszałkowska 20,karol.nowakowski@gmail.com
Alicja Adamczyk,1954-11-18,54111863706,48508206343,Gdańsk,ul. Złota 95,alicja.adamczyk@gmail.com
Edward Michalski,1976-07-30,76073063758,48735513374,Kraków,Al. Zieleniecka 55,edward.michalski@gmail.com
Krystyna Michalska,1947-05-20,47052099721,48794224180,Gdańsk,ul. Piotrkowska 97,krystyna.michalska@gmail.com
Bożena Kwiatkowska,1957-01-08,57010839429,48729517909,Poznań,Al. Rzeczypospolitej 92,bożena.kwiatkowska@gmail.com
Hubert Ostrowski,1951-04-29,51042912378,48571619473,Poznań,Al. Rzeczypospolitej 46,hubert.ostrowski@gmail.com
Anna Zając,1997-06-10,97061016660,48665363297,Łódź,Al. Armii Ludowej 56,anna.zając@gmail.com
Jarosław Górski,1993-09-18,93091888411,48760627789,Gdańsk,Al. Wojska Polskiego 37,jarosław.górski@gmail.com
